input_size,merge_sort_time_ms,quick_sort_time_ms,merge_sort_median_ms,quick_sort_median_ms,iterations
100,0.8900248001737054,0.8869301993399858,0.886976999026956,0.8778170013101771,7
500,0.9950790001312271,0.991655200778041,0.9926489983627107,1.0124350010300986,7
1000,1.0768221989565063,1.058902200020384,1.0704499982239213,1.0374900011811405,7
5000,2.2792576004576404,1.969828199071344,2.245307001430774,1.9868630006385501,7
10000,3.8683059998826743,3.2314713340989933,3.870873999403557,3.239009001845261,5
